,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestResult.results.groupedByExitStrategyExecuted.skipped.sampleSize,932,932,932,932,932,364,364,364,364,364,126,126,126,126,126,31,31,31,31,31,12,12,12,12,12,7,7,7,7,7
backtestResult.results.groupedByExitStrategyExecuted.skipped.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.summary.mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.summary.stdDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.summary.min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.summary.firstQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.summary.median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.summary.thirdQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.summary.max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.summary.range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.positiveCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.negativeCount,932,932,932,932,932,364,364,364,364,364,126,126,126,126,126,31,31,31,31,31,12,12,12,12,12,7,7,7,7,7
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.positiveProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.negativeProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.4096183776855469,0.4096183776855469,0.4096183776855469,0.4096183776855469,0.4096183776855469
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.5903816223144531,0.5903816223144531,0.5903816223144531,0.5903816223144531,0.5903816223144531
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.meanCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin.meanCI_95.upperLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.summary.mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.summary.stdDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.summary.min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.summary.firstQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.summary.median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.summary.thirdQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.summary.max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.summary.range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.positiveCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.negativeCount,932,932,932,932,932,364,364,364,364,364,126,126,126,126,126,31,31,31,31,31,12,12,12,12,12,7,7,7,7,7
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.positiveProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.negativeProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.4096183776855469,0.4096183776855469,0.4096183776855469,0.4096183776855469,0.4096183776855469
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.5903816223144531,0.5903816223144531,0.5903816223144531,0.5903816223144531,0.5903816223144531
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.negativeProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.meanCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.skipped.profitInfo.profitMargin_noFee.meanCI_95.upperLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.sampleSize,2437,2532,2627,2699,2789,2892,3000,3097,3181,3282,2961,3081,3194,3297,3396,2833,2958,3083,3190,3300,2614,2745,2892,3004,3125,2454,2585,2736,2854,2978
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.mean,0.0010340839826673217,0.0010399447849153214,0.0010419563753931353,0.0010426053130127256,0.0010415829608646826,0.0010949124512361838,0.001097258015428623,0.0010975602222454976,0.001101087549622,0.0010984309813848328,0.0014093845277240546,0.0014035659588785324,0.0014028077664476832,0.001405320662402982,0.001406621957196008,0.0018682004738357536,0.0018653175636834892,0.0018652410384487597,0.0018690334283623148,0.0018723363638274162,0.002419552969005603,0.0024113527103112172,0.002411092690485258,0.0024160061837545325,0.002417557662419852,0.0029641386289115707,0.0029559198869562476,0.002958570670151203,0.0029602243852750432,0.002962488842248257
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.stdDev,0.0011411615775760405,0.0011430683639762677,0.0011385063531794773,0.0011424567968968,0.0011365602196504484,0.001195514187581216,0.0011902947863348654,0.0011845219033912598,0.001190625229941149,0.0011819613694147807,0.0013568189557966002,0.0013475222157214915,0.001339841803115688,0.0013454216777822276,0.0013399314973791445,0.0015545271401088176,0.0015445772457728262,0.001535888305669002,0.0015457639722093,0.0015386308620624148,0.0017792866742836401,0.0017666004388999412,0.001756650049774893,0.0017659011404677182,0.0017562750031678445,0.0019699432851031356,0.0019573629129619984,0.0019554378506138645,0.001959159787171081,0.0019490399682446683
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.min,3.629481018283088e-08,3.629481018283088e-08,3.629481018283088e-08,3.629481018283088e-08,3.629481018283088e-08,6.223131211594056e-07,6.223131211594056e-07,6.223131211594056e-07,6.223131211594056e-07,6.223131211594056e-07,1.9245401855978633e-06,1.9245401855978633e-06,1.9245401855978633e-06,1.9245401855978633e-06,1.9245401855978633e-06,7.479243641435648e-08,7.479243641435648e-08,7.479243641435648e-08,7.479243641435648e-08,7.479243641435648e-08,2.2727854794393344e-06,2.2727854794393344e-06,2.2727854794393344e-06,2.2727854794393344e-06,2.2727854794393344e-06,2.42635218701643e-06,2.42635218701643e-06,2.42635218701643e-06,2.42635218701643e-06,2.42635218701643e-06
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.firstQuartile,0.0002873792255069467,0.000288746557422019,0.0002887312130058868,0.0002890844718674432,0.00028886101981303377,0.0003190232410967489,0.0003202038274892671,0.000322393834106774,0.0003231351071040703,0.0003238450533464102,0.0004910632292735306,0.0004887287129455592,0.0004921994902479341,0.0004925758005767189,0.00049321144301164,0.0008052616097140219,0.0008035067017100808,0.0008074560458197226,0.0008078439293553294,0.0008106458336669948,0.0012276928452585954,0.0012192476633397665,0.0012203935579340997,0.0012189820134338384,0.0012255999543219417,0.001617313282744062,0.001612611994138577,0.0016124742280817722,0.0016105732540235367,0.0016127497601953816
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.median,0.0006853221727996425,0.0006854380183039593,0.000686690191549458,0.000686690191549458,0.000686690191549458,0.0007322770305499927,0.000737231134763027,0.0007429618437255479,0.0007499781497076732,0.0007503035265026879,0.0010630963004202058,0.00105772329082256,0.0010635440301428908,0.0010630963004202058,0.0010670313434349796,0.001524774787583422,0.0015252342527594751,0.0015267242794944772,0.0015281250704040168,0.0015295050523106853,0.0020521514956934068,0.0020464211715593788,0.002056213173271333,0.0020569448067331527,0.002060112041183682,0.0025885839674766845,0.002584443667141287,0.002596134825260236,0.0025970578424397914,0.0026027589771715084
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.thirdQuartile,0.0013771520914756304,0.0013852410445109808,0.0013970920907196997,0.0013944696400066791,0.0014025630180134916,0.0014511635315481812,0.00145299977961654,0.0014525519797428657,0.0014556935655582763,0.0014514224684559459,0.0018680636773271925,0.0018581951170139402,0.0018531670128262405,0.0018603376214350374,0.0018702523107999212,0.0024754903726753414,0.0024717071390731498,0.002471598851054995,0.002475401987797842,0.0024850647630708616,0.003185421590247244,0.003178111062294665,0.003178693914936959,0.0031801787412346857,0.0031859718957171004,0.0038885600884376926,0.003885963570385442,0.0038871536752653484,0.0038885600884376926,0.0038984201573720218
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.max,0.010464964433923607,0.010464964433923607,0.010464964433923607,0.010464964433923607,0.010464964433923607,0.011378926008126086,0.011378926008126086,0.011378926008126086,0.011378926008126086,0.011378926008126086,0.013973239985681079,0.013973239985681079,0.013973239985681079,0.013973239985681079,0.013973239985681079,0.016567553963235934,0.016567553963235934,0.016567553963235934,0.016567553963235934,0.016567553963235934,0.019161867940790653,0.019161867940790653,0.019161867940790653,0.019161867940790653,0.019161867940790653,0.01976252252840467,0.01976252252840467,0.01976252252840467,0.01976252252840467,0.01976252252840467
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.range,0.010464928139113424,0.010464928139113424,0.010464928139113424,0.010464928139113424,0.010464928139113424,0.011378303695004926,0.011378303695004926,0.011378303695004926,0.011378303695004926,0.011378303695004926,0.01397131544549548,0.01397131544549548,0.01397131544549548,0.01397131544549548,0.01397131544549548,0.01656747917079952,0.01656747917079952,0.01656747917079952,0.01656747917079952,0.01656747917079952,0.019159595155311213,0.019159595155311213,0.019159595155311213,0.019159595155311213,0.019159595155311213,0.019760096176217653,0.019760096176217653,0.019760096176217653,0.019760096176217653,0.019760096176217653
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveCount,2437,2532,2627,2699,2789,2892,3000,3097,3181,3282,2961,3081,3194,3297,3396,2833,2958,3083,3190,3300,2614,2745,2892,3004,3125,2454,2585,2736,2854,2978
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.9984855651855469,0.9985466003417969,0.9986000061035156,0.9986305236816406,0.9986763000488281,0.9987220764160156,0.9987678527832031,0.9988059997558594,0.9988441467285156,0.9988746643066406,0.9987525939941406,0.9988059997558594,0.9988441467285156,0.9988822937011719,0.9989128112792969,0.9986991882324219,0.9987525939941406,0.9988059997558594,0.9988441467285156,0.9988822937011719,0.9985923767089844,0.9986534118652344,0.9987220764160156,0.9987754821777344,0.9988212585449219,0.9985008239746094,0.9985771179199219,0.9986534118652344,0.9987068176269531,0.9987602233886719
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.001514434814453125,0.001453399658203125,0.001399993896484375,0.001369476318359375,0.001323699951171875,0.001277923583984375,0.001232147216796875,0.001194000244140625,0.001155853271484375,0.001125335693359375,0.001247406005859375,0.001194000244140625,0.001155853271484375,0.001117706298828125,0.001087188720703125,0.001300811767578125,0.001247406005859375,0.001194000244140625,0.001155853271484375,0.001117706298828125,0.001407623291015625,0.001346588134765625,0.001277923583984375,0.001224517822265625,0.001178741455078125,0.001499176025390625,0.001422882080078125,0.001346588134765625,0.001293182373046875,0.001239776611328125
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.meanCI_95.lowerLimit,0.0009887759246991555,0.000995420554058296,0.0009984190752949892,0.0009995036115142018,0.0009994012427032776,0.001051340033217557,0.0010546638635309383,0.0010558417338076421,0.0010597114719914534,0.0010579929443632584,0.0013605126787508716,0.0013559835794223476,0.0013563410334360522,0.0013593950433947735,0.0013615553538540285,0.0018109563262442186,0.001809654562411654,0.0018110248549345709,0.0018153915582005851,0.001819839478073028,0.002351342787384932,0.0023452646156886833,0.0023470687825498005,0.0023528563089018698,0.002355979945805746,0.002886196454922164,0.0028804633007682686,0.0028852979959268503,0.002888345895270452,0.0028924861940337267
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.meanCI_95.upperLimit,0.001079392040635488,0.0010844690157723468,0.0010854936754912815,0.0010857070145112494,0.0010837646790260876,0.0011384848692548106,0.0011398521673263078,0.0011392787106833532,0.0011424636272525466,0.0011388690184064073,0.0014582563766972376,0.0014511483383347172,0.0014492744994593141,0.0014512462814111904,0.0014516885605379876,0.0019254446214272886,0.0019209805649553244,0.0019194572219629485,0.0019226752985240445,0.0019248332495818044,0.0024877631506262736,0.002477440804933751,0.0024751165984207156,0.002479156058607195,0.002479135379033958,0.0030420808029009774,0.0030313764731442266,0.0030318433443755556,0.0030321028752796344,0.003032491490462787
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.mean,0.0022344744977701864,0.0022403238310282326,0.0022423108462524314,0.0022429658582924297,0.0022419403783912337,0.002295287446546274,0.0022976173952115593,0.0022979066130194023,0.0023014466660378906,0.0022987907229081147,0.0026098295760032973,0.0026039978346778735,0.002603224817008094,0.0026057484542608336,0.002607047032934029,0.0030687367426516826,0.0030658428057067717,0.003065761562585251,0.0030695660290986707,0.0030728593729112993,0.0036202263430686033,0.003612004922983088,0.0036117353694024674,0.0036166672423685,0.003618202206485611,0.004164929213564355,0.0041566837310271386,0.004159330378435735,0.004161012994188396,0.0041632506867958505
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.stdDev,0.001141774593439088,0.0011436568903077518,0.001139054453044058,0.001143025721751944,0.0011371256327537694,0.00119621734272239,0.0011909818200174908,0.0011851757282453105,0.001191303383274036,0.001182630040063433,0.0013576402058098225,0.0013483233139868485,0.001340610291835058,0.0013462106544086657,0.0013407059558276492,0.0015555060289137348,0.0015455332642351064,0.001536810581359279,0.0015466936707157434,0.001539526065066399,0.0017805117262358957,0.0017677816559620305,0.0017577678218529426,0.0017670229804571261,0.001757357700571659,0.0019712810877151516,0.001958647036209454,0.0019566465321012552,0.001960403399474074,0.0019502283222459199
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.min,0.001199369940120266,0.001199369940120266,0.001199369940120266,0.001199369940120266,0.001199369940120266,0.001200026556402425,0.001200026556402425,0.001200026556402425,0.001200026556402425,0.001200026556402425,0.0012012026638631116,0.0012012026638631116,0.0012012026638631116,0.0012012026638631116,0.0012012026638631116,0.001200049441244829,0.001200049441244829,0.001200049441244829,0.001200049441244829,0.001200049441244829,0.0012015504915131362,0.0012015504915131362,0.0012015504915131362,0.0012015504915131362,0.0012015504915131362,0.001203149697817026,0.001203149697817026,0.001203149697817026,0.001203149697817026,0.001203149697817026
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.firstQuartile,0.0014878328564961896,0.0014890144206363342,0.0014884786257509473,0.0014892461400556314,0.0014890354599068965,0.001518192506216406,0.0015193805951603462,0.001521975430660405,0.0015230407066747199,0.0015249543329782169,0.0016911817014367738,0.0016878360085397697,0.001692359632715789,0.0016924646960139592,0.001694081088795704,0.002005460274120997,0.002004379768586908,0.0020064410825043734,0.0020082146227900395,0.0020097285713346074,0.0024298873934018445,0.0024182697013697954,0.0024203412634955183,0.0024181731992352047,0.0024257302951424323,0.002817632146078965,0.0028141214423978806,0.00281400862960948,0.0028098732697269544,0.0028142342551862815
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.median,0.0018843817277998227,0.0018857312165075136,0.0018867750465726512,0.0018867750465726512,0.0018867750465726512,0.001932008684375765,0.0019372324362751,0.0019428328277608681,0.0019514534524818965,0.001951526274268482,0.002262310850130747,0.0022591068629787226,0.002263856857499208,0.002262310850130747,0.0022659840238663446,0.00272354071434381,0.0027249401230577753,0.0027279336808794215,0.002728657924492243,0.002731528041546606,0.0032516784613942015,0.003247214975342631,0.0032535685073831404,0.0032557741925203776,0.0032633060920635895,0.003787231827230497,0.0037847995513357728,0.0037979484003086254,0.003799972489649199,0.003806604595315009
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.thirdQuartile,0.0025778942617070222,0.002582860183773936,0.0025957713235285015,0.0025949168706417215,0.00260069306584393,0.0026530313898274144,0.0026550555260429947,0.0026546395470936662,0.002655692350473888,0.0026529284605692083,0.0030669140481620694,0.0030595459707134075,0.0030547194136548556,0.0030632917990873762,0.0030700614205535965,0.003675503818638725,0.0036724354866499234,0.003671978555011847,0.00367539540059696,0.003686042431898625,0.0043883756056057556,0.004377938628092508,0.0043811807256013465,0.004382907615055338,0.004388869599665371,0.0050928637511047856,0.005084790960072468,0.00508959710091897,0.0050928637511047856,0.005096982834922726
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.max,0.011678250362801682,0.011678250362801682,0.011678250362801682,0.011678250362801682,0.011678250362801682,0.012593309349340606,0.012593309349340606,0.012593309349340606,0.012593309349340606,0.012593309349340606,0.01519073837269603,0.01519073837269603,0.01519073837269603,0.01519073837269603,0.01519073837269603,0.017788167396051456,0.017788167396051456,0.017788167396051456,0.017788167396051456,0.017788167396051456,0.020385596419406744,0.020385596419406744,0.020385596419406744,0.020385596419406744,0.020385596419406744,0.02098697222525685,0.02098697222525685,0.02098697222525685,0.02098697222525685,0.02098697222525685
