,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.meanCI_95.lowerLimit,111.82581117180172,120.24456790719442,131.95222802196668,145.02035844256156,159.2564420060255,148.0049904389365,157.5286506469184,169.1539266858193,182.1656663968513,195.74128569428456,200.4322660960329,212.72295526241936,226.76444715269977,242.72014371431354,262.61459266900283,267.97814427643675,283.37710396858745,303.3758021248947,324.2042667345452,347.71383767919076,340.56738561114264,358.42549044081926,381.7953660379225,410.13060275582797,441.12309793519705,411.6795949397957,435.5830830538119,462.9624174150174,496.1331065575115,532.0979757914728
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.meanCI_95.upperLimit,122.32283216284216,131.79190625693917,145.13308871183,161.41887396682003,178.68320419584728,161.14960706864184,171.62766066766673,184.4562159449259,200.45485276260496,216.5794404781825,218.1221960688805,231.19835621299052,246.23935512866902,264.75062551645567,287.8930672889421,291.38440552435975,307.6458605408076,330.1023134781798,353.2900826358132,379.6516014142935,370.9049347657709,389.64811076083294,415.1045263194508,446.4554373271031,480.99486453128975,448.02113186653,473.51078122900066,502.782756330157,539.5626262810766,578.8475829477828
backtestResult.results.groupedByPriceTargetReached.false.sampleSize,1521,1432,1333,1250,1181,1569,1480,1383,1302,1233,1782,1679,1573,1479,1400,2017,1904,1785,1681,1601,2250,2134,2010,1903,1813,2460,2338,2209,2104,2007
backtestResult.results.groupedByPriceTargetReached.false.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.mean,-0.00367533058702361,-0.004288072734074721,-0.004918034617261423,-0.0055422739651600035,-0.006129677899775719,-0.00464746091584746,-0.005282107204766386,-0.005931831853986727,-0.006573836487615457,-0.007194160442976221,-0.005139074243935929,-0.005791610881943497,-0.006465003261506308,-0.007124693778468188,-0.0077453203873690995,-0.005413269929530118,-0.006079820523681964,-0.006746831961279058,-0.0074052163425757924,-0.008042142800908293,-0.005597285930082372,-0.006268167762076894,-0.006940730782647424,-0.007597544657506739,-0.00823659027549015,-0.0057250191341477775,-0.006391455464271166,-0.007070125618920799,-0.007728787134513231,-0.008372376576216593
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.stdDev,0.0022914415999641525,0.0025143618897146996,0.0027191186240826536,0.00296579308977005,0.0031628524492117475,0.0021739104977686616,0.0024010187155093193,0.002593279533268253,0.002825069125579998,0.0030428126920087036,0.002104927630833145,0.0023258076498530195,0.002526012937743909,0.002745942853281143,0.002979145611523178,0.0022334247926784575,0.0024577349371595015,0.002662048991884126,0.002883767135535153,0.0031313995597996554,0.0023127668256969695,0.0025175879781014405,0.0027152521707131793,0.002936116283765523,0.003180605058163954,0.0023826312513011215,0.002572969996446182,0.002769262041456627,0.0029828871266085774,0.0032266540663587963
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.min,-0.01110655357277363,-0.012581049982460563,-0.014078596912581277,-0.015590614413565141,-0.017108258796684195,-0.012080042446308002,-0.013599367115856027,-0.015118691785404053,-0.016638016454952078,-0.0181573411245001,-0.012522065072159302,-0.013541350393694038,-0.015060472656470666,-0.016579594919247292,-0.01809871718202392,-0.015283449645713595,-0.016124317898575484,-0.017307351500126016,-0.018712515034802032,-0.020117678569478048,-0.015283449645713595,-0.016124317898575484,-0.017307351500126016,-0.018712515034802032,-0.020117678569478048,-0.016306907832799065,-0.017302925780650374,-0.01829894372850154,-0.01929496167635299,-0.0202909796242043
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.firstQuartile,-0.005087117335303084,-0.005862851733229231,-0.006655162576048933,-0.007474235436854526,-0.008199165883071062,-0.0060425434586744604,-0.006834019520833145,-0.0076524092092449545,-0.008435852663532795,-0.009212557204576297,-0.006372655670635927,-0.007158722527299077,-0.00799803463021165,-0.00886897231722962,-0.009671744514306259,-0.006733548360726755,-0.007542900439538106,-0.008364090439579992,-0.009159140082729732,-0.009990855067588827,-0.007016161169073365,-0.007799434144554069,-0.008548276693703753,-0.009300318407100848,-0.010107273810671464,-0.007191581624402477,-0.00794642469353706,-0.008714257134576069,-0.009467392381727346,-0.010208413015194923
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.median,-0.0037350527373306813,-0.004291791168896034,-0.004871652067240908,-0.005410259911842099,-0.00594316038909559,-0.0046371175948338225,-0.005239589199968625,-0.005873756714239489,-0.006483235991502237,-0.007072776040111987,-0.0050429255518689075,-0.005672206610012541,-0.006334311730394226,-0.006989273481294306,-0.0076055949350567285,-0.005260323481328462,-0.005893589274564548,-0.006556002855527003,-0.007181769512708177,-0.007818604886214735,-0.0054665758009818525,-0.006095079483289701,-0.006738263955358899,-0.007364931180346157,-0.00798619435529127,-0.00557313325231433,-0.006231382826005345,-0.006881247738120931,-0.007511534970108657,-0.008122263577590145
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.thirdQuartile,-0.002300267843362643,-0.002688819920264652,-0.0030723472837769434,-0.0034665777041333456,-0.003883894705676969,-0.0033613001712922454,-0.0037582860679483197,-0.004210997669887764,-0.00465953912566551,-0.005113998140217523,-0.0038273284644341175,-0.00429024665954892,-0.004796922048061158,-0.005277924083467197,-0.005696652994718783,-0.00402785419896989,-0.0045245121364262,-0.00501364231882641,-0.005512557442482385,-0.0059845127160228885,-0.004110226428946847,-0.004654471870538107,-0.0051708611563534256,-0.005658506316870183,-0.006124064775000589,-0.004174653674308414,-0.00472283268642305,-0.00523900698210448,-0.00572838339367665,-0.00620039736880308
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.max,0.006979295653997813,0.005684533361765202,0.004013109638916337,0.0037578371131849917,0.0035025645874534896,0.006979295653997813,0.005684533361765202,0.003950241743205742,0.0032645561168777944,0.002578870490549693,0.006872848216820683,0.005359557148150011,0.002453362119593264,0.002460576326461325,0.0024677905333297056,0.006872848216820683,0.005359557148150011,0.002453362119593264,0.002460576326461325,0.0024677905333297056,0.006872848216820683,0.005359557148150011,0.002453362119593264,0.002460576326461325,0.0024677905333297056,0.006872848216820683,0.005359557148150011,0.002453362119593264,0.002460576326461325,0.0024677905333297056
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.range,0.018085849226771443,0.018265583344225764,0.018091706551497614,0.019348451526750132,0.020610823384137684,0.019059338100305814,0.01928390047762123,0.019068933528609795,0.019902572571829872,0.020736211615049793,0.019394913288979986,0.01890090754184405,0.01751383477606393,0.019040171245708618,0.020566507715353625,0.02215629786253428,0.021483875046725495,0.01976071361971928,0.021173091361263358,0.022585469102807752,0.02215629786253428,0.021483875046725495,0.01976071361971928,0.021173091361263358,0.022585469102807752,0.02317975604961975,0.022662482928800385,0.0207523058480948,0.021755538002814316,0.022758770157534004
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveCount,70,54,42,33,31,29,24,17,13,13,15,13,10,7,7,13,12,10,8,8,15,12,10,8,8,15,12,10,8,8
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeCount,1451,1378,1291,1217,1150,1540,1456,1366,1289,1220,1767,1666,1563,1472,1393,2004,1892,1775,1673,1593,2235,2122,2000,1895,1805,2445,2326,2199,2096,1999
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportion,0.04602235371466141,0.03770949720670391,0.03150787696924231,0.0264,0.026248941574936496,0.018483110261312937,0.016216216216216217,0.012292118582791034,0.009984639016897081,0.010543390105433901,0.008417508417508417,0.007742703990470518,0.006357279084551812,0.004732927653820149,0.005,0.006445215666831929,0.0063025210084033615,0.0056022408963585435,0.004759071980963712,0.004996876951905059,0.006666666666666667,0.005623242736644799,0.004975124378109453,0.004203888596952181,0.00441257584114727,0.006097560975609756,0.0051325919589392645,0.004526935264825713,0.0038022813688212928,0.003986048829098156
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportion,0.9539776462853385,0.9622905027932961,0.9684921230307577,0.9736,0.9737510584250635,0.9815168897386871,0.9837837837837838,0.987707881417209,0.9900153609831029,0.9894566098945661,0.9915824915824916,0.9922572960095295,0.9936427209154481,0.9952670723461798,0.995,0.993554784333168,0.9936974789915967,0.9943977591036415,0.9952409280190363,0.9950031230480949,0.9933333333333333,0.9943767572633552,0.9950248756218906,0.9957961114030478,0.9955874241588527,0.9939024390243902,0.9948674080410608,0.9954730647351743,0.9961977186311787,0.9960139511709019
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.03604766023072815,0.028452441679032825,0.022803979803544632,0.018243457031249997,0.017901957590230735,0.012413827228728486,0.010416226773648651,0.007175404182483731,0.005328716037826421,0.0056243426221613945,0.004722518150252526,0.004132214580851697,0.0030513697949777494,0.0019088858603786341,0.0020166015625000004,0.003433462056891423,0.003258969603466387,0.002688966211484594,0.002058856335514575,0.0021617348532167397,0.0037337239583333333,0.0029077217080599816,0.0023855332711442785,0.0018186744613767735,0.0019089561500275785,0.003414991425304878,0.0026540111740804106,0.002170630092802173,0.0016449322718631177,0.0017244332336821125
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,0.057794958411824304,0.04891659294426774,0.04235124695327884,0.036877163696289066,0.03705461261435952,0.026439513576646152,0.024033376332875847,0.019605431105033787,0.017012908162059873,0.017960238244024988,0.013845520790177163,0.013204691593245142,0.011660113277059412,0.009725512645791076,0.010272121429443361,0.01099713864040422,0.010983980002523468,0.010279412363089765,0.009356685368380751,0.009821129917428315,0.010975062052408854,0.009799606909568666,0.009131436324238186,0.00826465688876835,0.008677577814606104,0.010036863931795446,0.008946685529958498,0.008312971357740177,0.007477067722567135,0.007842532900594988
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0.9422050415881756,0.9510834070557321,0.9576487530467211,0.9631228363037109,0.9629453873856405,0.9735604864233539,0.9759666236671243,0.980394568894966,0.9829870918379402,0.9820397617559751,0.9861544792098228,0.9867953084067549,0.9883398867229407,0.9902744873542089,0.9897278785705566,0.9890028613595958,0.9890160199974766,0.9897205876369104,0.9906433146316191,0.9901788700825717,0.9890249379475913,0.9902003930904312,0.9908685636757617,0.9917353431112317,0.9913224221853938,0.9899631360682046,0.9910533144700414,0.9916870286422597,0.9925229322774328,0.992157467099405
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.9639523397692717,0.9715475583209672,0.9771960201964556,0.98175654296875,0.9820980424097692,0.9875861727712716,0.9895837732263513,0.9928245958175161,0.9946712839621735,0.9943756573778386,0.9952774818497476,0.9958677854191484,0.9969486302050223,0.9980911141396214,0.9979833984375001,0.9965665379431086,0.9967410303965336,0.9973110337885154,0.9979411436644854,0.9978382651467832,0.9962662760416665,0.9970922782919399,0.9976144667288557,0.9981813255386232,0.9980910438499724,0.9965850085746951,0.9973459888259195,0.9978293699071977,0.9983550677281369,0.9982755667663177
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.meanCI_95.lowerLimit,-0.0037904902161500133,-0.00441830312607544,-0.005064006480365222,-0.005706689145741216,-0.006310066901255129,-0.004755029699870793,-0.0054044337636567664,-0.006068508500300558,-0.006727290998084468,-0.00736400426417136,-0.005236806829979249,-0.005902862034236744,-0.006589835650123521,-0.007264640741745887,-0.007901377577939931,-0.005510740712581338,-0.006190217617908368,-0.0068703279936603995,-0.007543074478811132,-0.008195533452247371,-0.005692850445399151,-0.006374985535223173,-0.007059435563945591,-0.007729464440693795,-0.008382998985652677,-0.005819174559926193,-0.006495751677364497,-0.007185609738096437,-0.00785624599264782,-0.008513544098350354
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.meanCI_95.upperLimit,-0.0035601709578972065,-0.004157842342074001,-0.004772062754157625,-0.005377858784578791,-0.005949288898296309,-0.004539892131824127,-0.005159780645876005,-0.005795155207672896,-0.006420381977146446,-0.0070243166217810816,-0.00504134165789261,-0.005680359729650251,-0.006340170872889096,-0.006984746815190489,-0.0075892631967982675,-0.005315799146478898,-0.005969423429455559,-0.006623335928897717,-0.007267358206340453,-0.007888752149569215,-0.005501721414765593,-0.0061613499889306145,-0.006822026001349258,-0.007465624874319682,-0.008090181565327623,-0.005630863708369362,-0.006287159251177834,-0.006954641499745161,-0.007601328276378644,-0.008231209054082832
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.mean,-0.0024753985041109155,-0.0030881208339853037,-0.0037181037849176733,-0.004342440262234157,-0.004929874421402861,-0.003447560754983419,-0.00408220175507523,-0.004731943694656251,-0.005374043068260751,-0.005994356869496013,-0.003939149818812792,-0.004591656169514618,-0.005265063058501207,-0.005924830021271776,-0.006545433459324097,-0.00421339749204343,-0.004879904717312304,-0.0055469417895202865,-0.006205343200308442,-0.006842212184854201,-0.004397462992439818,-0.005068309506050736,-0.005740908751165981,-0.006397765729870429,-0.0070367392293931,-0.004525188306714401,-0.0051915804945955185,-0.00587026997261237,-0.0065289763645766385,-0.007172471597195089
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.stdDev,0.0022911756617124816,0.0025140785776346644,0.0027187167037488833,0.0029654438695630478,0.003162630521648466,0.0021736464366745455,0.0024007028320131006,0.002592799079566998,0.002824673942478823,0.0030424873912513416,0.00210470904652334,0.002325458961214316,0.00252546698417433,0.0027454107839144154,0.00297858345339349,0.0022332945986757065,0.002457476294591336,0.0026616108067241116,0.0028832114841084457,0.0031307654286703277,0.002312602267423137,0.0025172976960681675,0.0027148009177038602,0.0029355378284497582,0.0031799202501025677,0.0023825601612722197,0.0025727880565099785,0.00276892444499293,0.0029824344651654907,0.00322607860304775
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.min,-0.009919169006321156,-0.011366681343664886,-0.012862432295056661,-0.014372636463039101,-0.015888460764947127,-0.0108662746560465,-0.012383777229248943,-0.013901279802451231,-0.015418782375653676,-0.016936284948856118,-0.011336380139286211,-0.012325830085406482,-0.013843130494579928,-0.015360430903753372,-0.016877731312926816,-0.014101080363719227,-0.014942958264273202,-0.016127412358441125,-0.017534263101683916,-0.018941113844926707,-0.014101080363719227,-0.014942958264273202,-0.016127412358441125,-0.017534263101683916,-0.018941113844926707,-0.015088070845592055,-0.016082894288608887,-0.017077717731625575,-0.018072541174642406,-0.019067364617659236
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.firstQuartile,-0.003883510933679409,-0.004665870252908107,-0.005447900738060471,-0.00627709445905815,-0.006999391814956197,-0.004836016322805503,-0.005641504835446909,-0.0064585721111618056,-0.007230197637926915,-0.008002228333253526,-0.005169573479121686,-0.005956637741626839,-0.006791783308595849,-0.007676426981651037,-0.008474783965590885,-0.00553990516075351,-0.006343359795463583,-0.007161799568586027,-0.007955598765739123,-0.008780390157542062,-0.005823270720653641,-0.006596452447957965,-0.007342156688299694,-0.008105173706430812,-0.008904351797270749,-0.005995921383717219,-0.0067551052612505776,-0.007514790081479348,-0.008260911237027184,-0.009017731283284933
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.median,-0.002535996663418607,-0.0030917949586669723,-0.0036665291585053898,-0.004209165474478992,-0.004748898775579806,-0.0034387649688183302,-0.004043501886215285,-0.00467114080795696,-0.005282751701447497,-0.0058680662743500625,-0.0038408492252906034,-0.004475959834395611,-0.005130127733689725,-0.005793237910024023,-0.006407746040125256,-0.004060144346458301,-0.004690433872978984,-0.005356867545503212,-0.005989159578275718,-0.006619682742790733,-0.004271581573160078,-0.004889290746012175,-0.005539438174252181,-0.006163407890922008,-0.0067832842249660975,-0.004368085465425763,-0.005027798868312557,-0.0056775823253379645,-0.006310913734690376,-0.006923669020116465
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.thirdQuartile,-0.001098639071864202,-0.0014863302090411896,-0.0018746765236759898,-0.002264363712532217,-0.002683893738401379,-0.002159657162768498,-0.002561020226246517,-0.0030119703433436292,-0.0034553531443192597,-0.003914710206881113,-0.002630592752393669,-0.003085821018941863,-0.0035942895172238827,-0.004083540962494849,-0.004499699728149431,-0.0028319700935454085,-0.0033266595408700797,-0.0038151818915270275,-0.004307164411528551,-0.004784509113394231,-0.0029079831557607596,-0.0034560231576243323,-0.0039699867376051835,-0.004452439749230507,-0.00492364304578299,-0.0029759257962461835,-0.003524712163265946,-0.004039222487877683,-0.00452915770508159,-0.005007121880352537
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.max,0.008188396269151807,0.006892079329379938,0.0052075772267970305,0.004952610844410476,0.004697644462023922,0.008188396269151807,0.006892079329379938,0.005144784727323349,0.004459921430349366,0.003775058133375384,0.008081821018361822,0.006566712910185036,0.0036570283538772206,0.0036642512229909654,0.0036714740921048703,0.008081821018361822,0.006566712910185036,0.0036570283538772206,0.0036642512229909654,0.0036714740921048703,0.008081821018361822,0.006566712910185036,0.0036570283538772206,0.0036642512229909654,0.0036714740921048703,0.008081821018361822,0.006566712910185036,0.0036570283538772206,0.0036642512229909654,0.0036714740921048703
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.range,0.018107565275472963,0.018258760673044824,0.01807000952185369,0.019325247307449576,0.020586105226971047,0.01905467092519831,0.01927585655862888,0.01904606452977458,0.01987870380600304,0.020711343082231503,0.019418201157648033,0.018892542995591517,0.017500158848457147,0.01902468212674434,0.020549205405031686,0.02218290138208105,0.021509671174458237,0.019784440712318344,0.021198514324674882,0.022612587937031577,0.02218290138208105,0.021509671174458237,0.019784440712318344,0.021198514324674882,0.022612587937031577,0.02316989186395388,0.02264960719879392,0.020734746085502798,0.021736792397633372,0.022738838709764106
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.positiveCount,183,132,94,67,56,71,53,39,30,23,39,32,24,16,12,38,30,21,15,12,40,31,22,16,13,42,32,22,16,13
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.negativeCount,1338,1300,1239,1183,1125,1498,1427,1344,1272,1210,1743,1647,1549,1463,1388,1979,1874,1764,1666,1589,2210,2103,1988,1887,1800,2418,2306,2187,2088,1994
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.positiveProportion,0.1203155818540434,0.09217877094972067,0.07051762940735183,0.0536,0.04741744284504657,0.04525175270873168,0.03581081081081081,0.028199566160520606,0.02304147465437788,0.0186536901865369,0.021885521885521887,0.019058963668850508,0.015257469802924348,0.010818120351588911,0.008571428571428572,0.018839861179970253,0.015756302521008403,0.011764705882352941,0.00892325996430696,0.007495315427857589,0.017777777777777778,0.014526710402999063,0.010945273631840797,0.008407777193904361,0.007170435741864313,0.01707317073170732,0.013686911890504704,0.009959257582616569,0.0076045627376425855,0.0064773293472845045
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.negativeProportion,0.8796844181459567,0.9078212290502793,0.9294823705926482,0.9464,0.9525825571549534,0.9547482472912683,0.9641891891891892,0.9718004338394793,0.9769585253456221,0.981346309813463,0.9781144781144782,0.9809410363311495,0.9847425301970757,0.9891818796484111,0.9914285714285714,0.9811601388200297,0.9842436974789915,0.9882352941176471,0.991076740035693,0.9925046845721424,0.9822222222222222,0.985473289597001,0.9890547263681592,0.9915922228060956,0.9928295642581357,0.9829268292682927,0.9863130881094953,0.9900407424173834,0.9923954372623575,0.9935226706527155
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0.10438390126124877,0.077694258876353,0.05736013471141222,0.041780126953124996,0.036011672443903464,0.03551036282813497,0.026941165408572637,0.020127302653877445,0.01559631066388249,0.011863491927716952,0.015609998092908249,0.013070466051220968,0.009800391369993642,0.006193479546991209,0.0044405691964285714,0.013361766779251365,0.010651660566570378,0.007298368566176471,0.005006262548334324,0.0038757514834478458,0.01273003472222222,0.009891356277823334,0.006870190065298508,0.0048155872306883864,0.003826799934500827,0.012333865282012194,0.009379678143712575,0.006248850582842916,0.004355543013307985,0.003450569491155954
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,0.13772846349832812,0.10836166509702883,0.08560455677121184,0.06757519836425782,0.06113509098217711,0.05674250100052532,0.04658393602113466,0.038345965801247286,0.03272743049305156,0.027859052795756668,0.029799419621425845,0.02680114737005728,0.022616442797370417,0.01750841069817946,0.01492140633719308,0.025767837471458426,0.0224207028621385,0.017928359087775732,0.014673640372000021,0.013057103535296544,0.02412874009874132,0.02056035843539037,0.016525458340621114,0.013616450635997233,0.012234114969361899,0.023008737331483425,0.01926667839161242,0.015038926766543649,0.012317744498017171,0.011051845122880464
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0.862271536501672,0.8916383349029712,0.9143954432287881,0.9324248016357422,0.9388649090178229,0.9432574989994749,0.9534160639788654,0.9616540341987527,0.9672725695069485,0.9721409472042433,0.9702005803785743,0.9731988526299427,0.9773835572026297,0.9824915893018206,0.9850785936628067,0.9742321625285416,0.9775792971378614,0.9820716409122243,0.985326359628,0.9869428964647035,0.9758712599012586,0.9794396415646096,0.9834745416593789,0.9863835493640027,0.9877658850306381,0.9769912626685164,0.9807333216083876,0.9849610732334563,0.9876822555019831,0.9889481548771195
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.negativeProportionCI_95.upperLimit,0.8956160987387514,0.922305741123647,0.9426398652885879,0.958219873046875,0.9639883275560965,0.964489637171865,0.9730588345914274,0.9798726973461225,0.9844036893361174,0.9881365080722833,0.9843900019070918,0.9869295339487791,0.9901996086300064,0.9938065204530089,0.9955594308035716,0.9866382332207486,0.9893483394334296,0.9927016314338235,0.9949937374516657,0.9961242485165521,0.9872699652777777,0.9901086437221766,0.9931298099347015,0.9951844127693117,0.9961732000654993,0.9876661347179879,0.9906203218562872,0.9937511494171571,0.995644456986692,0.9965494305088441
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.meanCI_95.lowerLimit,-0.0025905447681354404,-0.003218336551947496,-0.0038640540715225947,-0.004506836083034811,-0.005110250765544572,-0.003555116472815282,-0.004204512220404635,-0.0048685950190563605,-0.005527476112837551,-0.006164182533042534,-0.004036872255903933,-0.004702890642865025,-0.0053898684667783164,-0.006064749867636959,-0.00670146120225127,-0.004310862593187904,-0.004990290193773287,-0.005670417493902829,-0.00634317477369509,-0.006995571773473526,-0.004493020708138277,-0.005175114962932143,-0.005859593804686978,-0.006529659523044671,-0.007183116416665125,-0.004619340923198706,-0.0052958693326917135,-0.005985740013297182,-0.006656415880473921,-0.007313613942558105
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.meanCI_95.upperLimit,-0.0023602522400863906,-0.0029579051160231115,-0.003572153498312752,-0.004178044441433502,-0.00474949807726115,-0.0033400050371515558,-0.0039598912897458255,-0.004595292370256141,-0.00522061002368395,-0.005824531205949491,-0.003841427381721652,-0.004480421696164211,-0.005140257650224097,-0.0057849101749065926,-0.0063894057163969235,-0.0041159323908989565,-0.004769519240851321,-0.005423466085137744,-0.006067511626921794,-0.006688852596234876,-0.00430190527674136,-0.0049615040491693295,-0.005622223697644984,-0.006265871936696188,-0.006890362042121075,-0.004431035690230095,-0.0050872916564993235,-0.005754799931927558,-0.006401536848679356,-0.007031329251832073
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.summary.mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.summary.stdDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.summary.min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.summary.firstQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.summary.median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.summary.thirdQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.summary.max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.summary.range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.positiveCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.priceTargetsReached.negativeCount,1521,1432,1333,1250,1181,1569,1480,1383,1302,1233,1782,1679,1573,1479,1400,2017,1904,1785,1681,1601,2250,2134,2010,1903,1813,2460,2338,2209,2104,2007
