,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.min,0.0011998351660994116,0.0011998351660994116,0.0011998351660994116,0.0011998351660994116,0.0011998351660994116,0.0011993702939799965,0.0011993702939799965,0.0011993702939799965,0.0011993702939799965,0.0011993702939799965,0.0011994306107626755,0.0011994306107626755,0.0011994306107626755,0.0011994306107626755,0.0011994306107626755,0.0012017264462158338,0.0012017264462158338,0.0012017264462158338,0.0012017264462158338,0.0012017264462158338,0.0012060814738853725,0.0012060814738853725,0.0012060814738853725,0.0012060814738853725,0.0012060814738853725,0.0012011916271505955,0.0012011916271505955,0.0012011916271505955,0.0012011916271505955,0.0012011916271505955
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.firstQuartile,0.0013755629620770746,0.0013774379381277329,0.0013815240521984787,0.0013843633243228164,0.0013870579848742322,0.0014021222213135424,0.0014063351622182626,0.001408602883421968,0.0014079180379779877,0.0014080950138474948,0.0015767764418976333,0.0015766718851451405,0.0015795422578257614,0.0015778932661800911,0.0015789205741196558,0.0019189815232683084,0.0019149984574099981,0.0019189685788381652,0.0019186588890925602,0.0019190220101165441,0.0022974562261068665,0.0022971559624218566,0.0022976715116329264,0.0022978867971589862,0.00230250646297961,0.0027301709341938834,0.002731215585827437,0.002737726357884963,0.0027367501833514495,0.002737641051690843
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.median,0.0016242457671943073,0.0016282067566044342,0.0016343248202461114,0.001639683527515481,0.001642268647777427,0.001681725009535162,0.0016824514975509288,0.001690169152622907,0.0016912167474687659,0.001693753085836954,0.0019884673383542655,0.001989039810168246,0.001990459361336127,0.0019884673383542655,0.0019893779999999484,0.002459793997585534,0.002459782434760634,0.0024605887264561805,0.002460640936452681,0.002460640936452681,0.0030032400879668165,0.0030040713750403825,0.0030058104418077634,0.0030075693345021463,0.003009328806012915,0.0035682820986249935,0.0035701715793234473,0.0035748426121451305,0.0035748426121451305,0.0035723735936719547
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.thirdQuartile,0.0020600891186743136,0.0020696312229214315,0.0020843890350885404,0.0020885481779191113,0.0020973908247070815,0.002142115336785157,0.0021424247589463172,0.0021535597594267986,0.002151706790515689,0.00216032599395881,0.00256847256067361,0.0025687592777555385,0.002575233063860352,0.0025750717460974655,0.002579795568278663,0.003165615927591457,0.0031765061639806584,0.0031871313006820133,0.0031897084010239023,0.0031934061694769925,0.0038491894396260004,0.0038555018968525726,0.003869288049015423,0.003869609146281186,0.0038717217076775514,0.0045244063689164615,0.00453564564079683,0.00454623092341953,0.004555117240902614,0.004555276901167084
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.max,0.013763299035659916,0.013763299035659916,0.013763299035659916,0.013763299035659916,0.013763299035659916,0.014815467986445268,0.014815467986445268,0.014815467986445268,0.014815467986445268,0.014815467986445268,0.012985181110579202,0.012985181110579202,0.012985181110579202,0.012985181110579202,0.01586763693723047,0.013917238351496473,0.013917238351496473,0.013917238351496473,0.013917238351496473,0.016919805888015674,0.011869174664677871,0.011869174664677871,0.011869174664677871,0.011869174664677871,0.017971974838801027,0.013820964401043573,0.013820964401043573,0.013820964401043573,0.013820964401043573,0.01902414378958623
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.range,0.012563463869560504,0.012563463869560504,0.012563463869560504,0.012563463869560504,0.012563463869560504,0.013616097692465272,0.013616097692465272,0.013616097692465272,0.013616097692465272,0.013616097692465272,0.011785750499816526,0.011785750499816526,0.011785750499816526,0.011785750499816526,0.014668206326467795,0.01271551190528064,0.01271551190528064,0.01271551190528064,0.01271551190528064,0.01571807944179984,0.010663093190792498,0.010663093190792498,0.010663093190792498,0.010663093190792498,0.016765893364915654,0.012619772773892977,0.012619772773892977,0.012619772773892977,0.012619772773892977,0.017822952162435634
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveCount,2099,2219,2307,2376,2456,2726,2840,2931,3013,3082,2867,2988,3079,3167,3237,2676,2811,2915,3010,3098,2452,2597,2713,2818,2919,2278,2422,2539,2647,2750
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0.9982414245605469,0.9983406066894531,0.9984016418457031,0.9984474182128906,0.9985008239746094,0.9986457824707031,0.9986991882324219,0.9987449645996094,0.9987754821777344,0.9988059997558594,0.9987144470214844,0.9987678527832031,0.9988059997558594,0.9988365173339844,0.9988594055175781,0.9986228942871094,0.9986915588378906,0.9987373352050781,0.9987754821777344,0.9988136291503906,0.9984931945800781,0.9985771179199219,0.9986381530761719,0.9986915588378906,0.9987373352050781,0.9983787536621094,0.9984779357910156,0.9985466003417969,0.9986076354980469,0.9986610412597656
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeProportionCI_95.upperLimit,0.001758575439453125,0.001659393310546875,0.001598358154296875,0.001552581787109375,0.001499176025390625,0.001354217529296875,0.001300811767578125,0.001255035400390625,0.001224517822265625,0.001194000244140625,0.001285552978515625,0.001232147216796875,0.001194000244140625,0.001163482666015625,0.001140594482421875,0.001377105712890625,0.001308441162109375,0.001262664794921875,0.001224517822265625,0.001186370849609375,0.001506805419921875,0.001422882080078125,0.001361846923828125,0.001308441162109375,0.001262664794921875,0.001621246337890625,0.001522064208984375,0.001453399658203125,0.001392364501953125,0.001338958740234375
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.meanCI_95.lowerLimit,0.0018372824448089139,0.0018407470777544656,0.0018500975951526225,0.001852721066269214,0.0018592959577619459,0.0018754297053110618,0.0018792940609770716,0.0018891658287150588,0.0018891770459593584,0.001892518270761175,0.002168801878899359,0.002169402869755383,0.002176696214573206,0.002175241522650826,0.0021797679019131644,0.0026279023928758253,0.0026298628423660655,0.0026411848669019747,0.002641885676793623,0.0026463918429897267,0.0031316277735736167,0.0031321391419450242,0.003144087656409451,0.0031486297727475934,0.0031550424638148423,0.003672503143475628,0.0036757896185533475,0.003691084441369019,0.003697278406756241,0.0037003177312433418
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.meanCI_95.upperLimit,0.0019073601440529758,0.0019083862958119769,0.001917198283197691,0.001918657208584746,0.0019247330782283885,0.0019354976206739818,0.0019383818134384762,0.0019482948361574741,0.0019473620715956298,0.0019500252010206157,0.002234398902744963,0.0022335694359340895,0.0022406652410232155,0.0022381283209498785,0.002243920462036876,0.0027097604992991587,0.0027094728203014766,0.00272049072373308,0.0027197240450232323,0.002724973148883528,0.003229812295427388,0.0032273062227682926,0.003238676642983804,0.0032419567822839753,0.0032486831708842174,0.0037899920857992512,0.0037892782965314553,0.0038037919606769654,0.003808245133266408,0.0038112091172759453
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.summary.mean,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.summary.stdDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.summary.min,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.summary.firstQuartile,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.summary.median,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.summary.thirdQuartile,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.summary.max,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.summary.range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.positiveCount,2099,2219,2307,2376,2456,2726,2840,2931,3013,3082,2867,2988,3079,3167,3237,2676,2811,2915,3010,3098,2452,2597,2713,2818,2919,2278,2422,2539,2647,2750
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.positiveProportionCI_95.lowerLimit,0.9982414245605469,0.9983406066894531,0.9984016418457031,0.9984474182128906,0.9985008239746094,0.9986457824707031,0.9986991882324219,0.9987449645996094,0.9987754821777344,0.9988059997558594,0.9987144470214844,0.9987678527832031,0.9988059997558594,0.9988365173339844,0.9988594055175781,0.9986228942871094,0.9986915588378906,0.9987373352050781,0.9987754821777344,0.9988136291503906,0.9984931945800781,0.9985771179199219,0.9986381530761719,0.9986915588378906,0.9987373352050781,0.9983787536621094,0.9984779357910156,0.9985466003417969,0.9986076354980469,0.9986610412597656
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.negativeProportionCI_95.upperLimit,0.001758575439453125,0.001659393310546875,0.001598358154296875,0.001552581787109375,0.001499176025390625,0.001354217529296875,0.001300811767578125,0.001255035400390625,0.001224517822265625,0.001194000244140625,0.001285552978515625,0.001232147216796875,0.001194000244140625,0.001163482666015625,0.001140594482421875,0.001377105712890625,0.001308441162109375,0.001262664794921875,0.001224517822265625,0.001186370849609375,0.001506805419921875,0.001422882080078125,0.001361846923828125,0.001308441162109375,0.001262664794921875,0.001621246337890625,0.001522064208984375,0.001453399658203125,0.001392364501953125,0.001338958740234375
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.meanCI_95.lowerLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.priceTargetsReached.meanCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.summary.mean,4.2396379228203855,4.862550698512842,5.18335500650195,5.628367003367002,6.1400651465798,5.170212765957449,5.6788732394366175,6.029000341180488,6.395618984400933,6.770279039584682,6.686431810254631,7.242302543507371,7.657031503734971,8.052415535206832,8.500772320049428,8.482436472346787,9.191746709356105,9.768782161235,10.261794019933559,10.891865719819231,10.666394779771608,11.760107816711573,12.575009214891256,13.13023420865862,13.963343610825618,12.536874451273054,13.739471511147828,14.682552185899967,15.402342274272748,16.342181818181828
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.summary.stdDev,5.975660121039657,7.102403038995655,7.56490965731021,8.556754132852825,9.503945318387457,6.659228852415456,7.599826020754924,8.160349800334687,8.792397230597707,9.424314709529142,8.265253238389192,9.161508336759823,9.811044969874084,10.367158942050596,11.101693765877469,10.09584303301931,11.005977808323786,11.763544292551094,12.36843969689885,13.312041679248466,12.409264496359864,14.236792695131491,15.252000517084483,15.597497638034293,16.650842041809423,13.833224637985793,15.718751335441688,16.75795492343422,17.382153747107843,18.488294320618376
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.summary.min,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.summary.firstQuartile,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4.75
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.summary.median,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,10,10
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.summary.thirdQuartile,5,6,6,7,7,6,7,7,8,8,8,9,10,10,11,11,12,12,13,14,13,14,15.5,16.25,17,16,17,18,19,21
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.summary.max,54,64,64,133,133,80,80,80,96,96,106,106,106,106,106,107,107,107,128,133,107,113,114,114,133,107,121,121,121,146
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.summary.range,53,63,63,132,132,79,79,79,95,95,105,105,105,105,105,106,106,106,127,132,106,112,113,113,132,106,120,120,120,145
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.positiveCount,2099,2219,2307,2376,2456,2726,2840,2931,3013,3082,2867,2988,3079,3167,3237,2676,2811,2915,3010,3098,2452,2597,2713,2818,2919,2278,2422,2539,2647,2750
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.positiveProportionCI_95.lowerLimit,0.9982414245605469,0.9983406066894531,0.9984016418457031,0.9984474182128906,0.9985008239746094,0.9986457824707031,0.9986991882324219,0.9987449645996094,0.9987754821777344,0.9988059997558594,0.9987144470214844,0.9987678527832031,0.9988059997558594,0.9988365173339844,0.9988594055175781,0.9986228942871094,0.9986915588378906,0.9987373352050781,0.9987754821777344,0.9988136291503906,0.9984931945800781,0.9985771179199219,0.9986381530761719,0.9986915588378906,0.9987373352050781,0.9983787536621094,0.9984779357910156,0.9985466003417969,0.9986076354980469,0.9986610412597656
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.negativeProportionCI_95.upperLimit,0.001758575439453125,0.001659393310546875,0.001598358154296875,0.001552581787109375,0.001499176025390625,0.001354217529296875,0.001300811767578125,0.001255035400390625,0.001224517822265625,0.001194000244140625,0.001285552978515625,0.001232147216796875,0.001194000244140625,0.001163482666015625,0.001140594482421875,0.001377105712890625,0.001308441162109375,0.001262664794921875,0.001224517822265625,0.001186370849609375,0.001506805419921875,0.001422882080078125,0.001361846923828125,0.001308441162109375,0.001262664794921875,0.001621246337890625,0.001522064208984375,0.001453399658203125,0.001392364501953125,0.001338958740234375
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.meanCI_95.lowerLimit,3.9839938428358175,4.567033518561696,4.874655439729492,5.284300886142571,5.764188088527203,4.920225961070008,5.399361179009648,5.733568747194508,6.081666585156293,6.437550897934412,6.383880951957897,6.913804523735923,7.3104810328817225,7.691345210473482,8.118322936676337,8.09991518694181,8.784878009311534,9.341735841141391,9.819930915451566,10.423095479001624,10.175213416867349,11.212547132152897,12.001080457947825,12.554342924808587,13.359290361594926,11.968803422668199,13.113453187029272,14.030705084281081,14.740152168019844,15.65116825681391
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.candlesToExit.meanCI_95.upperLimit,4.495282002804953,5.158067878463988,5.492054573274408,5.9724331205914325,6.515942204632396,5.42019957084489,5.958385299863587,6.324431935166468,6.709571383645573,7.103007181234951,6.988982668551365,7.570800563278819,8.00358197458822,8.413485859940181,8.88322170342252,8.864957757751764,9.598615409400676,10.19582848132861,10.703657124415551,11.360635960636838,11.157576142675866,12.307668501270248,13.148937971834687,13.706125492508654,14.56739686005631,13.104945479877909,14.365489835266384,15.334399287518853,16.06453238052565,17.033195379549745
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.summary.mean,254.3782753692235,291.75304191077055,311.0013003901172,337.7020202020203,368.40390879478844,310.21276595744723,340.7323943661968,361.7400204708292,383.7371390640556,406.2167423750811,401.18590861527696,434.53815261044144,459.42189022409826,483.1449321124085,510.04633920296624,508.9461883408071,551.5048025613669,586.1269296740996,615.7076411960129,653.5119431891532,639.9836867862964,705.6064690026943,754.500552893476,787.8140525195168,837.8006166495376,752.2124670763835,824.3682906688683,880.9531311539971,924.140536456365,980.5309090909079
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.summary.stdDev,358.5396072623794,426.14418233973925,453.89457943861254,513.4052479711695,570.2367191032472,399.5537311449273,455.9895612452957,489.62098802008137,527.5438338358623,565.4588825717483,495.91519430335165,549.6905002055897,588.6626981924452,622.0295365230359,666.1016259526479,605.7505819811588,660.3586684994272,705.8126575530655,742.106381813931,798.7225007549081,744.5558697815918,854.2075617078893,915.1200310250684,935.8498582820572,999.0505225085649,829.9934782791471,943.1250801265014,1005.4772954060531,1042.9292248264703,1109.2976592371028
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.summary.min,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.summary.firstQuartile,60,60,60,60,60,60,60,60,60,60,120,120,120,120,120,120,120,120,180,180,180,180,180,240,240,240,240,240,240,285
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.summary.median,120,120,120,120,180,180,180,180,180,180,240,240,240,240,300,300,300,360,360,360,420,420,420,480,480,480,540,540,600,600
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.summary.thirdQuartile,300,360,360,420,420,360,420,420,480,480,480,540,600,600,660,660,720,720,780,840,780,840,930,975,1020,960,1020,1080,1140,1260
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.summary.max,3240,3840,3840,7980,7980,4800,4800,4800,5760,5760,6360,6360,6360,6360,6360,6420,6420,6420,7680,7980,6420,6780,6840,6840,7980,6420,7260,7260,7260,8760
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.summary.range,3180,3780,3780,7920,7920,4740,4740,4740,5700,5700,6300,6300,6300,6300,6300,6360,6360,6360,7620,7920,6360,6720,6780,6780,7920,6360,7200,7200,7200,8700
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.positiveCount,2099,2219,2307,2376,2456,2726,2840,2931,3013,3082,2867,2988,3079,3167,3237,2676,2811,2915,3010,3098,2452,2597,2713,2818,2919,2278,2422,2539,2647,2750
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.positiveProportionCI_95.lowerLimit,0.9982414245605469,0.9983406066894531,0.9984016418457031,0.9984474182128906,0.9985008239746094,0.9986457824707031,0.9986991882324219,0.9987449645996094,0.9987754821777344,0.9988059997558594,0.9987144470214844,0.9987678527832031,0.9988059997558594,0.9988365173339844,0.9988594055175781,0.9986228942871094,0.9986915588378906,0.9987373352050781,0.9987754821777344,0.9988136291503906,0.9984931945800781,0.9985771179199219,0.9986381530761719,0.9986915588378906,0.9987373352050781,0.9983787536621094,0.9984779357910156,0.9985466003417969,0.9986076354980469,0.9986610412597656
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.negativeProportionCI_95.upperLimit,0.001758575439453125,0.001659393310546875,0.001598358154296875,0.001552581787109375,0.001499176025390625,0.001354217529296875,0.001300811767578125,0.001255035400390625,0.001224517822265625,0.001194000244140625,0.001285552978515625,0.001232147216796875,0.001194000244140625,0.001163482666015625,0.001140594482421875,0.001377105712890625,0.001308441162109375,0.001262664794921875,0.001224517822265625,0.001186370849609375,0.001506805419921875,0.001422882080078125,0.001361846923828125,0.001308441162109375,0.001262664794921875,0.001621246337890625,0.001522064208984375,0.001453399658203125,0.001392364501953125,0.001338958740234375
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.meanCI_95.lowerLimit,239.03963057014943,274.0220111137018,292.4793263837697,317.05805316855447,345.85128531163264,295.2135576642007,323.9616707405786,344.01412483167036,364.89999510937724,386.25305387606494,383.03285711747293,414.82827142415454,438.62886197290334,461.48071262840756,487.0993762005808,485.9949112165085,527.0926805586927,560.5041504684831,589.1958549270934,625.3857287400967,610.5128050120409,672.7528279291738,720.06482747687,753.2605754885149,801.5574216956961,718.1282053600921,786.807191221755,841.842305056864,884.4091300811908,939.0700954088328
backtestResult.results.groupedByPriceTargetReached.true.exitInfo.timeToExitSec.meanCI_95.upperLimit,269.7169201682976,309.4840727078393,329.52327439646467,358.3459872354862,390.95653227794423,325.21197425069374,357.503117991815,379.4659161099881,402.574283018734,426.1804308740972,419.338960113081,454.24803379672835,480.2149184752932,504.8091515964095,532.9933022053516,531.8974654651057,575.9169245640411,611.7497088797162,642.2194274649324,681.6381576382096,669.4545685605519,738.4601100762148,788.9362783100819,822.3675295505188,874.043811603379,786.2967287926749,861.9293901159816,920.0639572511302,963.8719428315392,1021.991722772983
backtestResult.results.groupedByPriceTargetReached.skipped.sampleSize,1227,1227,1227,1227,1227,484,484,484,484,484,139,139,139,139,139,37,37,37,37,37,15,15,15,15,15,4,4,4,4,4
backtestResult.results.groupedByPriceTargetReached.skipped.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
